x.1,x.2,x.3,x.4,x.5,class
-0.117128056,0.001,0.0034,-0.0766,0.7387,6
-0.051814136,0.1492,0.0693,-0.0031,0.5526,6
0.088759493,-0.1971,0.0019,0.056,0.7988,6
0.004244608,0.0122,0.1198,0.014,0.6196,6
0.009308443,-0.0985,-0.0383,0.0161,0.7471,6
-0.051212954,0.0193,-0.0652,-0.0744,0.6934,6
-0.276747142,0.0707,0.0061,-0.0146,0.6646,6
-0.006486678,-0.0286,-0.1187,0.0206,0.7235,6
-0.036238891,0.0111,0.0973,-0.0413,0.892,6
0.064956097,0.1427,-0.2247,0.037,0.4867,6
-0.006051135,0.1829,-0.0971,-0.0749,0.4272,6
0.044349566,0.001,0.0985,0.0613,0.6104,6
-0.027286783,0.0506,-0.0671,-0.0326,0.5661,6
-0.020361037,0.0119,0.3795,0.0381,0.9547,6
-0.002854539,-0.0074,0.096,-0.2065,0.6006,6
0.017185297,-0.068,0.018,-0.086,0.5371,6
0.045256944,0.0585,-0.0515,-0.1006,0.6593,6
0.140853691,0.0878,0.0683,0.0871,0.8395,6
0.037112139,-0.0193,-0.1795,0.0428,0.7096,6
-0.156659365,0.0246,0.0226,0.1023,0.6072,6
-0.154912703,0.1858,0.0091,-0.0655,0.6669,6
-0.031265438,0.0968,-0.2187,-0.0859,0.6189,6
-0.034677909,-0.1593,0.07,0.0188,0.5719,6
0.076246848,-0.1086,-0.185,-0.0809,0.5978,6
-0.16851277,0.1165,-0.0458,-0.0498,0.6758,6
-0.005207901,-0.0845,0.022,-0.01,0.4956,6
0.06007785,0.017,-0.0236,0.0237,0.6809,6
-0.130181095,0.0249,-0.0172,0.0146,0.5261,6
-0.164432596,0.1477,-0.1518,0.051,0.7135,6
-0.078436083,-0.0338,-0.0567,0.1893,0.3901,6
0.104162222,-0.0877,0.1746,0.1815,0.7779,6
0.019312405,-0.1366,0.1167,0.1709,0.6087,6
-0.15769025,-0.009,-0.1452,-0.0029,0.6191,6
0.021179792,-0.0658,0.0399,0.0301,0.4821,6
-0.090173959,0.1301,-0.1446,-0.1583,0.6602,6
0.015000136,-0.0189,-0.0243,-0.1351,0.6298,6
-0.08948547,-0.0586,-0.0591,-0.2477,0.7252,6
0.130229242,-0.1689,-0.0534,0.0918,0.848,6
-0.194674233,-0.0031,0.0187,-0.0143,0.6742,6
-0.218294716,-0.0085,0.0607,-0.018,0.6033,6
-0.073662231,0.136,0.0031,-0.0454,0.5074,6
-0.032427409,0.056,-0.015,0.0355,0.6197,6
-0.035822994,0.0774,0.0926,0.0119,0.6647,6
-0.012384042,0.0951,0.0964,-0.0554,0.5914,6
0.045431347,0.1089,0.1259,0.0958,0.5665,6
-0.023138448,-0.052,0.1344,0.014,0.4566,6
-0.15537863,0.0403,0.0917,0.0977,0.4622,6
-0.052361914,0.0272,-0.0497,-0.0465,0.5379,6
0.00575746,-0.0369,-0.1162,-0.0321,0.5383,6
0.051302717,-0.0878,-0.1083,0.0719,0.6983,6
-0.10051746,-0.0513,0.0853,0.0662,0.6689,6
-0.026353927,0.1251,0.018,0.0627,0.7388,6
-0.086835535,0.0386,0.1071,0.1372,0.3955,6
-0.195991455,0.0634,0.0014,-0.2068,0.6187,6
-0.056965442,-0.0631,0.0026,0.0465,0.7993,6
0.098652768,0.101,0.0166,-0.2121,0.719,6
0.211945137,0.0923,0.1071,-0.0616,0.7804,6
0.09426907,0.0372,-0.1154,-0.0624,0.4549,6
-0.190508847,0.1046,-0.0302,0.0913,0.7918,6
0.168275851,0.0222,0.0316,0.0528,0.8018,6
-0.007998931,0.0112,-0.1982,-0.0012,0.7579,6
0.033877095,-0.0125,0.2595,-0.2067,0.4753,6
0.000364272,0.0864,-0.0897,0.0478,0.745,6
-0.024221516,-0.2393,0.0118,-0.1369,0.5528,6
0.10925527,0.1188,0.3821,-0.0774,0.7464,6
0.018987687,0.1376,-0.007,-0.1113,0.6463,6
-0.066520036,0.0656,0.0288,0.0081,0.6048,6
-0.108364138,-0.1208,-0.0736,0.0514,0.5046,6
0.171766762,-0.0251,0.0028,0.1916,0.6622,6
-0.095856283,0.0985,0.0213,0.0967,0.5177,6
-0.009084988,0.0229,-0.2049,-0.0843,0.7726,6
0.130518475,-0.1752,-0.0425,0.0792,0.6987,6
-0.030922028,0.0882,-0.1722,0.1397,0.6554,6
0.088162014,0.0914,-0.0273,0.0317,0.5777,6
0.00071059,0.0377,-0.0388,0.0248,0.6306,6
-0.182506772,-0.143,0.0516,-0.1109,0.5026,6
-0.120405076,0.127,-0.0415,0.0885,0.7207,6
-0.021758318,0.0279,0.2192,-0.2787,0.4857,6
0.004301702,0.054,-0.1381,-0.2123,0.6721,6
0.206643588,-0.063,0.0524,0.1146,0.7707,6
-0.085820157,0.0188,-0.0386,-0.1358,0.6984,6
-0.014420455,0.0021,0.1669,0.0022,0.6964,6
0.034643906,-0.1534,0.1305,-0.0336,0.705,6
0.020825851,-0.0603,-0.0074,0.1173,0.514,6
-0.008573363,-0.0655,0.0335,-0.0723,0.6484,6
0.118425182,-0.0699,0.0551,0.0462,0.826,6
-0.17392738,0.0813,-0.084,0.0942,0.8093,6
-0.07501758,-0.0958,-0.0307,-0.1719,0.7843,6
0.278184705,0.0164,0.0451,0.0115,0.4395,6
0.041264077,-0.2013,0.0915,-0.0765,0.6826,6
0.020662584,-0.0246,0.1403,-0.0843,0.6318,6
0.021603992,-0.1295,0.0247,0.0627,0.612,6
0.139580076,0.0679,0.1505,0.0196,0.6695,6
-0.022214234,-0.0644,-0.1491,-0.0916,0.6814,6
0.137952595,0.0088,-0.0489,-0.0747,0.476,6
0.059909185,-0.0735,0.0816,-0.0017,0.6227,6
0.042253241,-0.0374,0.1063,0.089,0.6455,6
